,Event.Id,Accident.Number,Event.Date,Location,Country,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date
2094,20020917X03969,NYC82DA164,1982-07-24,"JAMAICA, NY",United States,JOHN F.KENNEDY INT'L,Non-Fatal,Substantial,Airplane,N9426E,Cessna,172N,No,1.0,Reciprocating,Unknown,0.0,0.0,1.0,4.0,VMC,Taxi,Probable Cause,24-07-1983
2095,20020917X03846,MKC82DA132,1982-07-24,"DAVENPORT, IA",United States,DAVENPORT MUNICIPAL,Non-Fatal,Substantial,Airplane,N9270U,Cessna,150,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,24-07-1983
2099,20020917X02847,ATL82FA212,1982-07-25,"LOUISBURG, NC",United States,FRANKLIN COUNTY,Fatal(4),Destroyed,Airplane,N5188D,Cessna,182A,No,1.0,Reciprocating,Skydiving,4.0,1.0,0.0,1.0,VMC,Takeoff,Probable Cause,17-10-2016
2101,20020917X03974,NYC82DA169,1982-07-25,"STATE COLLEGE, PA",United States,UNIVERSITY PARK,Non-Fatal,Substantial,Airplane,N6253C,North American,T-6G,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,25-07-1983
2103,20020917X03972,NYC82DA167,1982-07-25,"HUNTER, NY",United States,HUNTER MOUNTAIN,Non-Fatal,Substantial,Airplane,N8493M,Cessna,182P,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,25-07-1983
2104,20020917X03703,LAX82FUJ44,1982-07-25,"MESA, AZ",United States,FALCON FIELD,Non-Fatal,Substantial,Airplane,N125GH,Hallquist,THUNDERBOLT,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,25-07-1983
2105,20020917X03592,LAX82DA278,1982-07-25,"UPLAND, CA",United States,CABLE,Non-Fatal,Substantial,Airplane,N4472D,Beech,F35,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,25-07-1983
2106,20020917X03591,LAX82DA277,1982-07-25,"GOODYEAR, AZ",United States,PHOENIX-LITCHFIELD MUNICI,Non-Fatal,Substantial,Airplane,N2223C,Cessna,180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,25-07-1983
2107,20020917X03373,FTW82DA297,1982-07-25,"SANTA ROSA, NM",United States,SANTA ROSA MUNICIPAL,Non-Fatal,Substantial,Airplane,N8937L,Piper,PA-25-235,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-07-1983
2108,20020917X03168,DEN82DA146,1982-07-25,"GUNNISON, CO",United States,GUNNISON COUNTY,Non-Fatal,Substantial,Airplane,N6383Y,Piper,PA-23C-250,No,2.0,Reciprocating,Business,0.0,0.0,2.0,0.0,VMC,Climb,Probable Cause,25-07-1983
2109,20020917X03001,CHI82DA273,1982-07-25,"NILES, MI",United States,JERRY TYLER MEMORIAL,Non-Fatal,Substantial,Airplane,N2902N,Cessna,120,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-07-1983
2110,20020917X02792,ATL82DA215,1982-07-25,"SOMERSET, KY",United States,SOMERSET-PULASKI,Non-Fatal,Substantial,Airplane,N4670J,Cessna,172N,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-07-1983
2111,20020917X02789,ATL82DA211,1982-07-25,"LOUISVILLE, KY",United States,BOWMAN FIELD,Non-Fatal,Substantial,Airplane,N63379,Cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,25-07-1983
2112,20020917X02788,ATL82DA210,1982-07-25,"MOBILE, AL",United States,BATES FIELD,Non-Fatal,Substantial,Airplane,N735RF,Cessna,182,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,2.0,VMC,Takeoff,Probable Cause,25-07-1983
2113,20020917X03164,DEN82DA142,1982-07-25,"AURORA, CO",United States,COLUMBINE,Non-Fatal,Substantial,Airplane,N444Q,Beechcraft,C-45H,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,25-07-1983
2114,20020917X03003,CHI82DA275,1982-07-26,"PORT SHELDON TW, MI",United States,PARK TOWNSHIP,Non-Fatal,Destroyed,Airplane,N3247H,Ercoupe,415C,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,IMC,Cruise,Probable Cause,26-07-1983
2115,20020917X02660,ANC82DA069,1982-07-26,"LAKE CLARK, AK",United States,PRIVATE STRIP,Non-Fatal,Destroyed,Airplane,N4314C,Aeronca Champ,7EC,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,26-07-1983
2117,20020917X03467,FTW82FPJ18,1982-07-26,"OKLAHOMA CITY, OK",United States,EXPRESSWAY AIRPARK,Non-Fatal,Substantial,Airplane,N8229V,Piper,28-181,No,1.0,Reciprocating,Personal,0.0,1.0,2.0,0.0,VMC,Landing,Probable Cause,26-07-1983
2118,20020917X03385,FTW82DA311,1982-07-26,"EAGLE PASS, TX",United States,GIEBEL RANCH,Non-Fatal,Substantial,Airplane,N304CW,Piper,PA-34-200T,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,26-07-1983
2119,20020917X03372,FTW82DA296,1982-07-26,"SPRINGDALE, AR",United States,SPRINGDALE,Non-Fatal,Substantial,Airplane,N7635L,Lake,LA-4,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,26-07-1983
2120,20020917X03371,FTW82DA295,1982-07-26,"FRANKLINTON, LA",United States,FRANKLINTON,Non-Fatal,Substantial,Airplane,N5482Q,Cessna,150L,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,26-07-1983
2122,20020917X03167,DEN82DA145,1982-07-26,"WOODS CROSS, UT",United States,BOUNTIFUL-SALT LAKE,Non-Fatal,Substantial,Airplane,N758YP,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,26-07-1983
2123,20020917X03166,DEN82DA144,1982-07-26,"LEONARD, ND",United States,LEONARD MUNICIPAL,Non-Fatal,Substantial,Airplane,N4461Y,Piper,PA-25-235,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,26-07-1983
2126,20020917X03765,MIA82DA160,1982-07-27,"TAMPA, FL",United States,VANDENBERG,Non-Fatal,Substantial,Airplane,N553PA,Piper,PA-28-140,No,1.0,Reciprocating,Business,0.0,0.0,1.0,2.0,VMC,Landing,Probable Cause,27-07-1983
2128,20020917X03593,LAX82DA280,1982-07-27,"RAMONA, CA",United States,REMOTE STRIP,Non-Fatal,Substantial,Airplane,N42916,Cessna,180J,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,1.0,VMC,Landing,Probable Cause,27-07-1983
2129,20020917X03374,FTW82DA298,1982-07-27,"ALBUQUERQUE, NM",United States,CORONADO,Non-Fatal,Substantial,Airplane,N3013Y,Cessna,182E,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,27-07-1983
2130,20020917X02793,ATL82DA216,1982-07-27,"HUNTSVILLE, AL",United States,SOUTH HUNTSVILLE,Non-Fatal,Substantial,Airplane,N3124J,Cessna,150G,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,27-07-1983
2131,20020917X03010,CHI82DA283,1982-07-27,"NOBLE, IL",United States,OLNEY-NOBLE,Non-Fatal,Substantial,Airplane,N72HQ,Q-berry,HAWK,Yes,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,27-07-1983
2132,20020917X04067,NYC82IA170,1982-07-28,"FLUSHING, NY",United States,LAGUARDIA,Incident,Minor,Airplane,N64323,Boeing,727-231,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,129.0,IMC,Approach,Probable Cause,28-07-1983
2133,20020917X03242,FTW82AA299,1982-07-28,"LINDALE, TX",United States,GARDEN VALLEY (PVT),Fatal(12),Destroyed,Airplane,N110VM,Robertson,C-414,No,2.0,Reciprocating,Personal,12.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,28-07-1983
2135,20020917X02654,ANC82DA062,1982-07-28,"NEAR BORNITE, AK",United States,(REMOTE FIELD SITE),Fatal(1),Destroyed,Helicopter,N820Y,Hughes,369D,No,1.0,Turbo Shaft,Unknown,1.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,28-07-1983
2137,20020917X03594,LAX82DA281,1982-07-28,"HENDERSON, NV",United States,SKY HARBOR,Non-Fatal,Substantial,Airplane,N455HC,Beech,95-B55,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,28-07-1983
2138,20020917X03376,FTW82DA301,1982-07-28,"ABILENE, TX",United States,ABILENE MUNICIPAL,Non-Fatal,Substantial,Airplane,N326CA,Beech,B99A,No,2.0,Turbo Prop,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,28-07-1983
2139,20020917X03234,DEN82FTM15,1982-07-28,"WOODS CROSS, UT",United States,SKYPARK S.L.,Non-Fatal,Substantial,Airplane,N360CB,Oar,ACAPELLA,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,28-07-1983
2140,20020917X03052,CHI82DA344,1982-07-28,"DEKALB, IL",United States,DEKALB,Non-Fatal,Substantial,Airplane,N60028,Cessna,150J,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,28-07-1983
2143,20020917X03006,CHI82DA278,1982-07-28,"LADYSMITH, WI",United States,RUSK CO. AIRPORT,Non-Fatal,Substantial,Airplane,N3092P,Piper,PA-23,No,2.0,Reciprocating,Ferry,0.0,0.0,0.0,2.0,VMC,Go-around,Probable Cause,28-07-1983
2151,20020917X03097,CHI82IA282,1982-07-29,"COLUMBUS, OH",United States,OHIO STATE UNIVERSITY,Incident,Minor,Airplane,N6292D,Cessna,172N,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,29-07-1983
2152,20020917X02896,ATL82IA218,1982-07-29,"HAMPTON, GA",United States,BEAR CREEK,Incident,Minor,Airplane,N714TA,Cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,29-07-1983
2153,20020917X04131,SEA82DA131,1982-07-29,"ROCHE HARBOR, WA",United States,JOHN'S ISLAND,Non-Fatal,Substantial,Airplane,N9528G,Cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,29-07-1983
2154,20020917X03978,NYC82DA174,1982-07-29,"WATERTOWN, NY",United States,WATERTOWN INTERNATIONAL,Non-Fatal,Substantial,Airplane,N9169U,Cessna,150M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,29-07-1983
2155,20020917X03976,NYC82DA172,1982-07-29,"WESTFIELD, MA",United States,BARNES,Non-Fatal,Substantial,Helicopter,N8782F,Hughes,269A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,29-07-1983
2156,20020917X03975,NYC82DA171,1982-07-29,"MADISON, CT",United States,GRISWOLD,Non-Fatal,Substantial,Airplane,N4547K,Grumman,AA-5B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,29-07-1983
2157,20020917X03847,MKC82DA133,1982-07-29,"CALAMUS, IA",United States,EASTVOLD,Non-Fatal,Substantial,Airplane,N3476B,Beech,E-35,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,29-07-1983
2158,20020917X03378,FTW82DA303,1982-07-29,"LOS LUNAS, NM",United States,MID-VALLEY,Non-Fatal,Substantial,Airplane,N761JP,Cessna,T21OM,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,29-07-1983
2159,20020917X03170,DEN82DA149,1982-07-29,"MARION, MT",United States,LOST PRAIRIE-CARSON FIELD,Non-Fatal,Substantial,Airplane,N8997E,Piper,PA-28-181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,29-07-1983
2160,20020917X03035,CHI82DA313,1982-07-29,"CHATFIELD, MN",United States,MEADOWBROOK,Non-Fatal,Substantial,Airplane,N6489B,Cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,29-07-1983
2162,20020917X03882,MKC82FCD09,1982-07-29,"TIPTON, IA",United States,TIPTON,Non-Fatal,Substantial,Helicopter,N9357F,Hughes,269B,No,1.0,Reciprocating,Unknown,0.0,1.0,1.0,0.0,VMC,Takeoff,Probable Cause,29-07-1983
2163,20020917X03208,DEN82FA148,1982-07-29,"MEDORA, ND",United States,PRIVATE HELIPAD,Fatal(1),Substantial,Helicopter,N4202S,Enstrom,F-280,No,1.0,Reciprocating,Unknown,1.0,3.0,1.0,0.0,VMC,Cruise,Probable Cause,29-07-1983
2165,20020917X02797,ATL82DA221,1982-07-29,"DONALSONVILLE, GA",United States,DONALSONVILLE MUNICIPAL,Non-Fatal,Substantial,Airplane,N10286,Grumman,G-164,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,29-07-1983
2167,20020917X03456,FTW82FPD17,1982-07-30,"ABILENE, TX",United States,ELMDALE,Non-Fatal,Destroyed,Airplane,N8393E,Mooney,M20,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,30-07-1983
2169,20020917X02825,ATL82DA255,1982-07-30,"ASHLAND, KY",United States,ASHLAND-BOYD COUNTY,Non-Fatal,Destroyed,Gyrocraft,N37630,Benson,B8M,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,30-07-1983
2171,20020917X03848,MKC82DA134,1982-07-30,"HANSELL, IA",United States,PRIVATE STRIP,Non-Fatal,Substantial,Airplane,N758AG,Cessna,R172K,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,30-07-1983
2173,20020917X03011,CHI82DA285,1982-07-30,"MARION, IL",United States,WILLIAMSON COUNTY,Non-Fatal,Substantial,Airplane,N5746M,Cessna,310P,No,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-07-1983
2178,20020917X04064,NYC82FNE04,1982-07-31,"AGAWAM, MA",United States,BOWLES AIRPORT,Non-Fatal,Destroyed,Airplane,N57507,Bellanca,7KCAB,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Approach,Probable Cause,31-07-1983
2181,20020917X03098,CHI82IA284,1982-07-31,"OSHKOSH, WI",United States,WITTMAN FIELD,Incident,Minor,Airplane,N21254,Cessna,182P,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,31-07-1983
2182,20020917X04134,SEA82DA134,1982-07-31,"KLAMATH FALLS, OR",United States,KINGSLEY FIELD,Non-Fatal,Substantial,Airplane,N88JS,Maule,M-5-210C,No,1.0,Reciprocating,Business,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,31-07-1983
2183,20020917X04132,SEA82DA132,1982-07-31,"DONNELLY, ID",United States,DONNELLY,Non-Fatal,Substantial,Airplane,N13359,Cessna,172M,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Go-around,Probable Cause,31-07-1983
2184,20020917X03984,NYC82DA183,1982-07-31,"EIGHTY FOUR, PA",United States,BANDEL AIRPORT,Non-Fatal,Substantial,Glider,N7774S,Schweizer,SGS-2-33A,No,0.0,Unknown,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,31-07-1983
2186,20020917X03850,MKC82DA136,1982-07-31,"NORTH PLATTE, NE",United States,LEE BIRD FIELD,Non-Fatal,Substantial,Airplane,N22447,Cessna,210L,No,1.0,Reciprocating,Business,0.0,0.0,2.0,0.0,VMC,Approach,Probable Cause,31-07-1983
2187,20020917X03849,MKC82DA135,1982-07-31,"CHESTERFIELD, MO",United States,SPIRIT OF ST. LOUIS,Non-Fatal,Substantial,Helicopter,N4070B,Bell,47J-2,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,31-07-1983
2188,20020917X03728,LAX82FYM18,1982-07-31,"SAN CARLOS, CA",United States,SAN CARLOS,Non-Fatal,Substantial,Airplane,N2090W,Piper,PA-28RT-201,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,31-07-1983
2190,20020917X03500,FTW82FRG34,1982-07-31,"PORT ARANSAS, TX",United States,MUSTANG BEACH,Fatal(1),Substantial,Airplane,N6631D,Beech,C23,No,1.0,Reciprocating,Personal,1.0,2.0,0.0,0.0,VMC,Go-around,Probable Cause,31-07-1983
2192,20020917X03382,FTW82DA308,1982-07-31,"ROARING SPRINGS, TX",United States,BUZZ FIELD,Non-Fatal,Substantial,Airplane,N60003,Beech,C23,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,31-07-1983
2193,20020917X03013,CHI82DA287,1982-07-31,"GRANTSBURG, WI",United States,GRANTSBURG MUNICIPAL,Non-Fatal,Substantial,Airplane,N3683Q,Beech,A23A,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,31-07-1983
2195,20020917X02890,ATL82FLT05,1982-07-31,"ARLINGTON, TN",United States,WILDER'S STRIP,Non-Fatal,Substantial,Airplane,N5600M,Varga,2180,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Takeoff,Probable Cause,31-07-1983
2196,20020917X04135,SEA82DA135,1982-07-31,"SANDY, OR",United States,COUTRY SQUIRE AIRPARK,Non-Fatal,Substantial,Airplane,N9707M,Mooney,M20F,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Climb,Probable Cause,31-07-1983
2199,20020917X02800,ATL82DA225,1982-08-01,"KEYSER, WV",United States,MILLER FIELD,Non-Fatal,Destroyed,Airplane,N2386K,Piper,PA-38-112,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Go-around,Probable Cause,01-08-1983
2200,20020917X02799,ATL82DA223,1982-08-01,"ALABASTER, AL",United States,SHELBY COUNTY,Non-Fatal,Destroyed,Airplane,N11GT,Aero Commander,680FL,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,01-08-1983
2201,20020917X04133,SEA82DA133,1982-08-01,"FRIDAY HARBOR, WA",United States,FRIDAY HARBOR/SEAPLANE B.,Non-Fatal,Substantial,Airplane,CGZDT,Cessna,A185F,No,1.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,01-08-1983
2202,20020917X03981,NYC82DA179,1982-08-01,"ERWINNA, PA",United States,VAN SANT AIRPORT,Non-Fatal,Substantial,Airplane,N3988V,Cessna,170,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,01-08-1983
2203,20020917X03980,NYC82DA178,1982-08-01,"DUBOIS, PA",United States,DUBOIS,Non-Fatal,Substantial,Airplane,N2852E,Piper,PA-28-181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,01-08-1983
2204,20020917X03767,MIA82DA162,1982-08-01,"ORLANDO, FL",United States,MAGUIRE,Non-Fatal,Substantial,Airplane,N9109V,Mooney,M20F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,01-08-1983
2205,20020917X03598,LAX82DA286,1982-08-01,"NOVATO, CA",United States,GNOSS FIELD,Non-Fatal,Substantial,Airplane,N5440J,Cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,01-08-1983
2206,20020917X03383,FTW82DA309,1982-08-01,"LOS LUMAS, NM",United States,MID VALLEY,Non-Fatal,Substantial,Airplane,N36709,Stinson,10A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,01-08-1983
2207,20020917X03379,FTW82DA304,1982-08-01,"COTULLA, TX",United States,COTULLA MUNICIPAL,Non-Fatal,Substantial,Airplane,N832BW,Cessna,421B,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,01-08-1983
2208,20020917X03014,CHI82DA288,1982-08-01,"ROCKFORD, IL",United States,COTTONWOOD,Non-Fatal,Substantial,Airplane,N5286L,Piper,PA-28-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,Takeoff,Probable Cause,01-08-1983
2209,20020917X02848,ATL82FA224,1982-08-01,"MT AIRY, NC",United States,MT. AIRY-SURRY CTY,Non-Fatal,Substantial,Airplane,N61856,Cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,01-08-1983
2210,20020917X02798,ATL82DA222,1982-08-01,"GREER, SC",United States,GREENVILLE-SPARTANBURG,Non-Fatal,Substantial,Airplane,N1831F,Beech,C23,No,1.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,01-08-1983
2214,20020917X03381,FTW82DA307,1982-08-02,"CALUMET, OK",United States,MOBERLY,Non-Fatal,Destroyed,Airplane,N70802,Cessna,182M,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,02-08-1983
2215,20020917X03022,CHI82DA297,1982-08-02,"STANDARD ROCK, MI",United States,LAKE SUPERIOR,Non-Fatal,Destroyed,Airplane,N6164V,Lake,LA-4-200,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,02-08-1983
2216,20020917X03015,CHI82DA289,1982-08-02,"CALEDONIA, MN",United States,CALEDONIA,Non-Fatal,Destroyed,Airplane,N19452,Cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,02-08-1983
2220,20020917X02691,ANC82DAG38,1982-08-02,"44MI NW MCCARTH, AK",United States,SOLO CREEK,Non-Fatal,Substantial,Airplane,N84345,Cessna,172K,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,2.0,VMC,Takeoff,Probable Cause,02-08-1983
2223,20020917X03083,CHI82FA290B,1982-08-03,"OSHKOSH, WI",United States,WITTMAN FIELD,Fatal(3),Destroyed,Airplane,NX5148,Corben,B,Yes,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Other,Probable Cause,03-08-1983
2224,20020917X03083,CHI82FA290A,1982-08-03,"OSHKOSH, WI",United States,WITTMAN FIELD,Fatal(3),Destroyed,Airplane,N9JR,Starduster,II,Yes,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Other,Probable Cause,03-08-1983
2227,20020917X03983,NYC82DA182,1982-08-03,"SCHROON LAKE, NY",United States,SCHROON LAKE,Non-Fatal,Substantial,Airplane,N6676B,Cessna,310C,No,2.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,03-08-1983
2228,20020917X03599,LAX82DA288,1982-08-03,"GRASS VALLEY, CA",United States,NEVADA COUNTY AIRPARK,Non-Fatal,Substantial,Airplane,N4991F,Cessna,U206B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,03-08-1983
2229,20020917X03172,DEN82DA152,1982-08-03,"LANDER, WY",United States,HUNT,Non-Fatal,Substantial,Airplane,N6476G,Cessna,172N,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,Probable Cause,03-08-1983
2231,20020917X03018,CHI82DA293,1982-08-03,"BELVIDERE, IL",United States,BELVIDERE,Non-Fatal,Substantial,Airplane,N65561,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,03-08-1983
2232,20020917X03017,CHI82DA292,1982-08-03,"GENEVA, OH",United States,TRUMBULL (PVT),Non-Fatal,Substantial,Airplane,N693RB,Thorp,T-18,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,03-08-1983
2239,20020917X02849,ATL82FA229,1982-08-04,"RALEIGH, NC",United States,RALEIGH DURHAM MUNICIPAL,Non-Fatal,Destroyed,Airplane,N4076W,Piper,PA-32-260,No,1.0,Reciprocating,Unknown,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,04-08-1983
2242,20020917X04071,SEA82DA056,1982-08-04,"SNOHOMISH, WA",United States,HARVYFIELD,Non-Fatal,Substantial,Airplane,N5001Z,Piper,PA-22-108,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,04-08-1983
2243,20020917X03866,MKC82DA157,1982-08-04,"GARDEN CITY, KS",United States,GARDEN CITY MUNI,Non-Fatal,Substantial,Airplane,N2600S,Cessna,T337C,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,04-08-1983
2246,20020917X03387,FTW82DA313,1982-08-04,"ALVIN, TX",United States,ALVIN AIR PARK,Non-Fatal,Substantial,Airplane,N5503K,Bellanca,8KCAB,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,04-08-1983
2247,20020917X03021,CHI82DA296,1982-08-04,"LE SUER, MN",United States,LESUER MUNICIPAL,Non-Fatal,Substantial,Airplane,N9309S,Beech,B19,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,04-08-1983
2249,20020917X02659,ANC82DA068,1982-08-04,"FAIRBANKS, AK",United States,FAIRBANKS INTERNATIONAL,Non-Fatal,Substantial,Airplane,N4655C,Cessna,170B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,04-08-1983
2250,20020917X02658,ANC82DA066,1982-08-04,"ANCHORAGE, AK",United States,MERRILL FIELD,Non-Fatal,Substantial,Airplane,N4582H,Piper,PA-17,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,04-08-1983
2251,20020917X02857,ATL82FID12,1982-08-04,"SUFFOLK, VA",United States,SUFFOLK,Non-Fatal,Substantial,Gyrocraft,NONE,Benson,B8M,Yes,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,04-08-1983
2252,20020917X03896,MKC82IA137,1982-08-05,"ST. JOSEPH, MO",United States,ROSECRANS MEMORIAL,Incident,Minor,Airplane,N312MA,Mitsubishi,MU-2B-25,No,2.0,Turbo Prop,Business,0.0,0.0,0.0,2.0,VMC,Climb,Probable Cause,05-08-1983
